source	target	interaction	splice_status	weight	shade	status
SKI_PF02437	SKI	Common	normal	2	0	solid
Perturbation_Perturbation	AHRR_PF00989	Common	normal	2	0	arrow
Perturbation_Perturbation	KLF6_PF00096	Common	normal	2	0	arrow
Perturbation_Perturbation	ZFHX4_PF00096	Common	normal	1.83333333333333	0	arrow
Perturbation_Perturbation	MAML3_PF09596	Common	normal	1.88888888888889	0	arrow
Perturbation_Perturbation	MEF2C_PF00319	Common	normal	2	0	arrow
EZH2	EZH2_PF00856	Common	normal	0.388888888888889	0	solid
EZH2_PF00856	MAZ_PF00096	Common	normal	0.388888888888889	0	arrow
HCFC1	HCFC1_PF01344	Common	normal	0.333333333333333	0	solid
HCFC1_PF01344	RBBP4_PF00400	Common	normal	0.333333333333333	0	arrow
MAZ_PF00096	MAPK14_PF00069	Common	normal	0.333333333333333	0	arrow
RBBP4_PF00400	EZH2_PF11616	Common	normal	0.305555555555556	0	arrow
EZH2_PF11616	EZH2	Common	normal	0.305555555555556	0	solid
Perturbation_Perturbation	HCFC1_PF01344	Common	normal	0.333333333333333	0	arrow
DDB2	DDB2_PF00400	Common	normal	0.0833333333333333	0	solid
DDB2_PF00400	EZH2_PF00856	Common	normal	0.0833333333333333	0	arrow
DDB2_PF00400	EZH2_PF11616	Common	normal	0.0833333333333333	0	arrow
EZH2_PF00856	RBBP4_PF00400	Common	normal	0.0833333333333333	0	arrow
Perturbation_Perturbation	DDB2_PF00400	Common	normal	0.0833333333333333	0	arrow
CREBBP_PF02135	HIF1A_PF08778	Common	normal	0.305555555555556	0	arrow
HIF1A_PF08778	HIF1A	Common	normal	0.305555555555556	0	solid
RBBP4_PF00400	SP1_PF00096	Common	normal	0.333333333333333	0	arrow
ARNT_PF14598	HIF1A_PF08447	Common	normal	0.25	0	arrow
ARNT_PF14598	HIF1A_PF00989	Common	normal	0.25	0	arrow
ARNT	ARNT_PF00989	Common	normal	0.25	0	solid
ARNT_PF00989	HIF1A_PF08447	Common	normal	0.25	0	arrow
H3F3A_PF00125	RBBP4_PF00400	Common	normal	0.5	0	arrow
NCOA2	NCOA2_PF14598	Common	normal	0.194444444444444	0	solid
NCOA2_PF14598	STAT6_PF14596	Common	normal	0.194444444444444	0	arrow
STAT6_PF14596	STAT6	Common	normal	0.194444444444444	0	solid
RBBP4_PF00400	CREBBP_PF00439	Common	normal	0.388888888888889	0	arrow
CREBBP	CREBBP_PF00439	Common	normal	0.0277777777777778	0	solid
RBBP4_PF00400	BPTF_PF00628	Common	normal	0.138888888888889	0	arrow
MAPK14_PF00069	SP1_PF00096	Common	normal	0.138888888888889	0	arrow
JUNB_PF00170	CREBBP_PF00439	Common	normal	0.25	0	arrow
SP3_PF00096	CREBBP_PF00439	Common	normal	0.138888888888889	0	arrow
MAPK14_PF00069	ATF2_PF00170	Common	normal	0.0833333333333333	0	arrow
ZBTB34	ZBTB34_PF00096	Common	normal	0.166666666666667	0	solid
ZBTB34_PF00096	FOXJ2_PF00250	Common	normal	0.166666666666667	0	arrow
Perturbation_Perturbation	ZBTB34_PF00651	Common	normal	0.166666666666667	0	arrow
ZBTB34_PF00651	ZBTB34	Common	normal	0.166666666666667	0	solid
RBBP7	RBBP7_PF12265	Common	normal	0.0277777777777778	0	solid
RBBP7_PF12265	RBBP4_PF00400	Common	normal	0.0277777777777778	0	arrow
CREBBP_PF00439	RBBP7_PF00400	Common	normal	0.0277777777777778	0	arrow
RBBP7_PF00400	RBBP7	Common	normal	0.0277777777777778	0	solid
MAML2	MAML2_PF09596	Common	normal	0.111111111111111	0	solid
MAML2_PF09596	RBPJ_PF01833	Common	normal	0.111111111111111	0	arrow
RBPJ_PF01833	RBPJ	Common	normal	0.111111111111111	0	solid
MAML2_PF09596	RBPJ_PF09271	Common	normal	0.111111111111111	0	arrow
Perturbation_Perturbation	MAML2_PF09596	Common	normal	0.111111111111111	0	arrow
