source	target	interaction	splice_status	weight	shade	status
PIK3R1_PF16454	INPPL1_PF00017	Common	normal	0.307692307692308	0	arrow
PIK3R1_PF00620	INPPL1_PF03372	Common	normal	0.307692307692308	0	arrow
INPPL1_PF03372	INPPL1	Common	normal	0.307692307692308	0	solid
PTGER3	PTGER3_PF00001	Common	normal	0.269230769230769	0	solid
PTGER3_PF00001	PIK3R1_PF00017	Common	normal	0.269230769230769	0	arrow
Perturbation_Perturbation	PTGER3_PF00001	Common	normal	0.269230769230769	0	arrow
STAT2	STAT2_PF12188	Common	normal	0.269230769230769	0	solid
STAT2_PF12188	CREBBP_PF02135	Common	normal	0.269230769230769	0	arrow
CREBBP_PF02135	CREBBP	Common	normal	0.269230769230769	0	solid
JUNB_PF00170	CREBBP_PF00439	Common	normal	0.0769230769230769	0	arrow
ARID3A_PF01388	ELAVL1_PF00076	Common	normal	0.115384615384615	0	arrow
KLF6_PF00096	EHMT2_PF00856	Common	normal	0.0384615384615385	0	arrow
EHMT2_PF00856	EHMT2	Common	normal	0.0384615384615385	0	solid
STAT3_PF00017	STAT6_PF00017	Common	normal	0.346153846153846	0	arrow
STAT6_PF00017	STAT6	Common	normal	0.346153846153846	0	solid
STAT3_PF00017	STAT6_PF02864	Common	normal	0.346153846153846	0	arrow
STAT6_PF02864	STAT6	Common	normal	0.346153846153846	0	solid
STAT3_PF00017	STAT6_PF01017	Common	normal	0.346153846153846	0	arrow
STAT3	STAT3_PF02864	Common	normal	0.346153846153846	0	solid
STAT3_PF02864	STAT6_PF02865	Common	normal	0.346153846153846	0	arrow
STAT6_PF02865	STAT6	Common	normal	0.346153846153846	0	solid
KLF5_PF00096	CREBBP_PF00439	Common	normal	0.0769230769230769	0	arrow
MAPK3_PF00069	SOS1_PF00169	Common	normal	0.0384615384615385	0	arrow
SOS1	SOS1_PF00169	Common	normal	0.0384615384615385	0	solid
SOS1_PF00169	PIK3R1_PF00017	Common	normal	0.0384615384615385	0	arrow
CREBBP_PF00439	ELAVL1_PF00076	Common	normal	0.0384615384615385	0	arrow
BRF2	BRF2_PF08271	Common	normal	0.0384615384615385	0	solid
BRF2_PF08271	TBP_PF00352	Common	normal	0.0384615384615385	0	arrow
Perturbation_Perturbation	BRF2_PF08271	Common	normal	0.0384615384615385	0	arrow
NCOA1	NCOA1_PF14598	Common	normal	0.192307692307692	0	solid
NCOA1_PF14598	STAT6_PF14596	Common	normal	0.192307692307692	0	arrow
STAT6_PF14596	STAT6	Common	normal	0.192307692307692	0	solid
PRKCD	PRKCD_PF00130	Common	normal	0.0384615384615385	0	solid
PRKCD_PF00130	STAT3_PF00017	Common	normal	0.0384615384615385	0	arrow
ELAVL1_PF00076	PRKCD_PF00069	Common	normal	0.0384615384615385	0	arrow
PRKCD_PF00069	PRKCD	Common	normal	0.0384615384615385	0	solid
