source	target	interaction	splice_status	weight	shade	status
Perturbation_Perturbation	NFE2_PF03131	Common	normal	2	0	arrow
NFE2_PF03131	NFE2	Common	normal	2	0	solid
Perturbation_Perturbation	SNAPC4_PF00249	Common	normal	2	0	arrow
SNAPC4_PF00249	SNAPC4	Common	normal	2	0	solid
Perturbation_Perturbation	GABPB1_PF12796	Common	normal	2	0	arrow
Perturbation_Perturbation	PBX2_PF00046	Common	normal	2	0	arrow
RBBP7_PF00400	RECQL4_PF00270	Common	normal	1	0	arrow
RECQL4_PF00271	CHD4_PF00628	Common	normal	0.555555555555556	0	arrow
CHD4	CHD4_PF00628	Common	normal	0.111111111111111	0	solid
RECQL4_PF00271	CHD4_PF00271	Common	normal	0.555555555555556	0	arrow
RECQL4_PF00271	CHD4_PF00176	Common	normal	0.555555555555556	0	arrow
PRDM10	PRDM10_PF00096	Common	normal	0.222222222222222	0	solid
PRDM10_PF00096	FOXK2_PF00498	Common	normal	0.222222222222222	0	arrow
RECQL4_PF00270	NIFK_PF00076	Common	normal	0.444444444444444	0	arrow
NIFK	NIFK_PF00076	Common	normal	0.555555555555556	0	solid
RECQL4_PF00271	NIFK_PF00076	Common	normal	0.444444444444444	0	arrow
NIFK_PF00076	ZBTB11_PF00096	Common	normal	0.555555555555556	0	arrow
Perturbation_Perturbation	PRDM10_PF00096	Common	normal	0.222222222222222	0	arrow
BIRC5	BIRC5_PF00653	Common	normal	0.333333333333333	0	solid
BIRC5_PF00653	CDK4_PF00069	Common	normal	0.333333333333333	0	arrow
Perturbation_Perturbation	BIRC5_PF00653	Common	normal	0.333333333333333	0	arrow
CHD4_PF00628	NIFK_PF00076	Common	normal	0.111111111111111	0	arrow
ID2	ID2_PF00010	Common	normal	0.111111111111111	0	solid
ID2_PF00010	TCF4_PF00010	Common	normal	0.111111111111111	0	arrow
ID2_PF00010	TCF12_PF00010	Common	normal	0.111111111111111	0	arrow
ZNF417	ZNF417_PF00096	Common	normal	0.111111111111111	0	solid
ZNF417_PF00096	IKZF1_PF00096	Common	normal	0.111111111111111	0	arrow
CHD4_PF00628	RBBP7_PF00400	Common	normal	0.111111111111111	0	arrow
Perturbation_Perturbation	ID2_PF00010	Common	normal	0.111111111111111	0	arrow
Perturbation_Perturbation	ZNF417_PF00096	Common	normal	0.111111111111111	0	arrow
